,pval,variance
CNOT11,0.0,0.919274242224374
OGFOD2,0.0,0.918668360216824
TPRA1,0.0,0.9185356488467927
L3MBTL2,0.0,0.917848661087845
RAB33A,0.0,0.9174785723325944
AIFM1,0.0,0.9172823647835324
ZNF770,0.0,0.9169801529511249
UPRT,0.0,0.9169273587085438
EOMES,0.0,0.91644460004054
AKT1,0.0,0.9160514603986244
PI4KA,0.0,0.9159354997235705
GNB1L,0.0,0.9158840247300154
KIAA0196,0.0,0.9156619676388343
RFC5,0.0,0.915538066145911
FIG4,0.0,0.9152945888660902
SESN1,0.0,0.9150863411925877
MIEF1,0.0,0.914128334077639
FAM228B,0.0,0.9134476164420045
DDX28,0.0,0.9134060066326904
RBM12,0.0,0.9130712869366497
CXorf40A,0.0,0.9122911711880661
DOPEY2,0.0,0.9121004777269339
C6orf136,0.0,0.9116908609886328
PATZ1,0.0,0.911606000544822
BAP1,0.0,0.911390277827715
TOM1L2,0.0,0.9112804623679989
C12orf49,0.0,0.9110418736294205
FHOD1,0.0,0.9102611789342656
KDM3B,0.0,0.9101601087012584
SAAL1,0.0,0.9100888826712551
RP11-244H3.4,0.0,0.9098815176748583
POLG2,0.0,0.9094678136295136
MEFV,0.0,0.9091874110896109
ERAP1,0.0,0.9091488713554919
AHSA2,0.0,0.9091468296447696
BLMH,0.0,0.9089673293100452
ZMYM5,0.0,0.9089098795323832
MTIF2,0.0,0.9084387725392299
DCUN1D1,0.0,0.9080422230723788
ZNHIT2,0.0,0.9077646034170848
AGO3,0.0,0.9075216204294783
MAPK13,0.0,0.9072187064770081
FAAH,0.0,0.9071678274873614
RBM28,0.0,0.9071065009805582
TNPO3,0.0,0.9070445641634568
PPP1R14A,0.0,0.9067509448212864
TLE3,0.0,0.9064875476344483
AP2A2,0.0,0.9058029189640102
C11orf1,0.0,0.9057109994457737
RASGRP4,0.0,0.9056929701593016
DIS3L,0.0,0.9056896770424303
FCER1A,0.0,0.9056028155140955
TMEM57,0.0,0.9050660541564722
C10orf76,0.0,0.9048734491075853
JMJD4,0.0,0.9046570531100292
SMARCD3,0.0,0.9044042321389719
TMEM176A,0.0,0.9024994665637865
AGK,0.0,0.9021965202883221
SIDT2,0.0,0.9018680592323859
ALG6,0.0,0.901823564657946
ASCC1,0.0,0.9017513429243849
FAM117A,0.0,0.9017098534688526
AC006129.2,0.0,0.9014222161833373
RPS6KB1,0.0,0.9010391289068728
BAG2,0.0,0.900854556104482
SFXN4,0.0,0.9007463405358868
KLRF1,0.0,0.9007123686560756
USP20,0.0,0.9004036056582272
CC2D1A,0.0,0.9003636724965193
PELP1,0.0,0.900196773966475
TRIP12,0.0,0.900152572399424
ALAS1,0.0,0.8997578348434999
AARSD1,0.0,0.8994201386449175
SH2D1B,0.0,0.8988152971820724
DHX38,0.0,0.8984934128322792
METTL4,0.0,0.8980092401573502
CEP95,0.0,0.8976241395269129
RP11-1399P15.1,0.0,0.8974793800564779
PITRM1,0.0,0.8968766831924211
NNT-AS1,0.0,0.8963886316617165
MUL1,0.0,0.8962593597278341
OGFOD1,0.0,0.8962217287913072
FASTKD2,0.0,0.8960271847035217
SLC1A5,0.0,0.8955135985650293
SLC33A1,0.0,0.8950218895673681
MED27,0.0,0.8949252296732105
UBE3B,0.0,0.8945805952686986
AGPAT3,0.0,0.8945695563142625
NEIL2,0.0,0.894481715080284
AC084018.1,0.0,0.8944126668296556
SEPHS1,0.0,0.8942885447814186
UTP14A,0.0,0.89398482676354
HYOU1,0.0,0.8939690875442545
RPS12,0.0,0.8939135783193042
OMA1,0.0,0.8937407484401617
LMBR1,0.0,0.8936768461616735
UBE2M,0.0,0.893374083552909
VMAC,0.0,0.8932706240266274
RNPC3,0.0,0.8928113846500937
CEP78,0.0,0.892731028200521
EEPD1,0.0,0.8922287135844299
C9orf69,0.0,0.892099759177829
RFFL,0.0,0.8918620306054088
SFXN3,0.0,0.891797527012915
C1GALT1C1,0.0,0.8916711575065316
WDR26,0.0,0.891588161870124
GNPDA2,0.0,0.8913473835428367
ZNF444,0.0,0.8913346234122779
BATF3,0.0,0.8912199978934064
NOL10,0.0,0.890559685140092
PADI4,0.0,0.8905066628908178
RIF1,0.0,0.890402113588823
NUP153,0.0,0.8902213105877775
ADAP1,0.0,0.890219956319142
R3HDM2,0.0,0.8901781185586745
TUBD1,0.0,0.8899912008787708
HERC2,0.0,0.8899177936029741
RP1-39G22.7,0.0,0.8898339694094065
FTX,0.0,0.8897694952095129
EFR3A,0.0,0.8896657877899715
CPNE2,0.0,0.8894937078691163
PGAP2,0.0,0.8894492393070463
ATG4A,0.0,0.8890648875486262
DDHD2,0.0,0.8882025855678463
URGCP,0.0,0.8880934559895823
TRIM52,0.0,0.88790988072384
SLC15A3,0.0,0.8877169809586437
ELL,0.0,0.8874315759176394
AEN,0.0,0.8873377008435881
WDR73,0.0,0.8867080345159263
RP5-1073O3.7,0.0,0.8865342810085619
MRPS17-1,0.0,0.8859679354484746
MED7,0.0,0.8859452799383263
VPS8,0.0,0.8856039782886044
COG1,0.0,0.8852001955539212
EEA1,0.0,0.8851030720837642
UBE2D4,0.0,0.8850967880447121
PROSER1,0.0,0.8843896254534627
B9D2,0.0,0.8837045505271884
DDX55,0.0,0.8835873102180881
SPATA20,0.0,0.8834275934306023
SLC35E1,0.0,0.8831867605784018
ASUN,0.0,0.8830930731018979
APPBP2,0.0,0.8830597108129823
SEC24C,0.0,0.8829756753061613
RRP12,0.0,0.8826516583903854
SHPRH,0.0,0.8825379822522272
PYROXD1,0.0,0.8819791056985947
RNF170,0.0,0.8818556085001166
SPIN2B,0.0,0.8814513663883964
GSTZ1,0.0,0.8811948676041411
CHD7,0.0,0.8810466034674909
UQCC1,0.0,0.8809686404539452
RAB11FIP4,0.0,0.8808918344909165
PDCD2L,0.0,0.8801354934653202
DNM1L,0.0,0.8801033519563769
CCDC6,0.0,0.880090270121309
ILVBL,0.0,0.8785000079946953
FAM53B,0.0,0.877938693004959
DLGAP1-AS1,0.0,0.8775608586547908
SRSF10-1,0.0,0.8773227816843573
KIAA0100,0.0,0.8771983050853054
ZFYVE27,0.0,0.8767185619268926
RNF40,0.0,0.8751582722200815
PDS5B,0.0,0.8739043722301653
PF4,0.0,0.87390031880389
TET2,0.0,0.8738229802237173
SENP7,0.0,0.8735728870080102
NCOA7,0.0,0.8724295119766621
MAP3K2,0.0,0.8723841689932411
DEAF1,0.0,0.8716331609383475
SUMF1,0.0,0.8714855105551306
LPCAT4,0.0,0.8707834289539567
ODF2,0.0,0.8707182889341948
UNK,0.0,0.8700770967075826
CLEC10A,0.0,0.8700366568608349
FBXO11,0.0,0.8699966169580379
TTC37,0.0,0.869983843197494
DCAF12,0.0,0.8699589143934677
COQ10A,0.0,0.8696042522384987
TUBB6,0.0,0.8694433464730479
AP003774.1,0.0,0.8693990448539217
KCNE3,0.0,0.8693700305863713
SPIDR,0.0,0.869269949763525
NFYB,0.0,0.8689057001472966
MFN2,0.0,0.8683813334662697
MOGS,0.0,0.8681997415896758
EXT2,0.0,0.8680904811481901
ICMT,0.0,0.8679392782391411
WIPI1,0.0,0.867722694437666
SLC4A7,0.0,0.8676652215798288
STK32C,0.0,0.8673353446401266
PDK1,0.0,0.8671725615557472
MFSD12,0.0,0.8669884355456537
MPP7,0.0,0.8668740913699273
FAR1,0.0,0.866746332379502
LRCH3,0.0,0.8664940367431019
MFSD5,0.0,0.8653187998595814
EXOSC2,0.0,0.8643835888079788
RPS17,0.0,0.863315617526109
TRIM5,0.0,0.8630743943372129
TCHP,0.0,0.8627854675636627
PDXDC1,0.0,0.8627012939656662
INTS4,0.0,0.8626341556934277
FAHD2A,0.0,0.862466187870798
MAN2B2,0.0,0.861843474363926
MTF1,0.0,0.8617971855034172
TSPAN17,0.0,0.86109558675978
USP28,0.0,0.8608045406095131
OXR1,0.0,0.8607540233731227
ZFYVE28,0.0,0.8607418327524572
IGF2R,0.0,0.8605628414202764
KCTD6,0.0,0.8603397806634788
SLC16A7,0.0,0.8601381704718003
PLCL2,0.0,0.8600951225614596
TFB1M,0.0,0.8595460492324087
PTPLB,0.0,0.8594661947097636
ZNF493,0.0,0.8587865830599865
ARHGAP5,0.0,0.8586011644827279
SPRYD3,0.0,0.8577966016067686
MGA,0.0,0.8577283478834926
INO80,0.0,0.8573821095115566
ARFIP1,0.0,0.8571370845207493
KDM5D,0.0,0.85696624803885
INF2,0.0,0.856207221811693
NRM,0.0,0.8558500980178142
EZH1,0.0,0.855565734635165
GPR137B,0.0,0.8554585345238815
ADRBK2,0.0,0.854887572865889
POLL,0.0,0.8547124547690848
FBXL8,0.0,0.8545384668452589
MCTP2,0.0,0.8545176856099187
N4BP1,0.0,0.8542792855600609
RPL12,0.0,0.8538751743414214
CHST15,0.0,0.8537768815859418
PTER,0.0,0.8536903262859417
CHD1L,0.0,0.8532572707389505
RPE,0.0,0.8523920203361455
RGP1,0.0,0.8521339853901333
ERAL1,0.0,0.8515465807277516
PDK3,0.0,0.85125916689155
RCN1,0.0,0.8508253430970207
AASDH,0.0,0.8507411614766843
GPR82,0.0,0.8500574835117086
ZBTB44,0.0,0.8497536478571633
ABHD5,0.0,0.8496934353854089
HS1BP3,0.0,0.8496765482598678
TUBB1,0.0,0.8495672842443917
ZBTB48,0.0,0.8495305700880453
PSMD5,0.0,0.8493737612405664
LIPT1,0.0,0.8491396868443741
VWA9,0.0,0.8490390501095602
APOLD1,0.0,0.848869123860952
RREB1,0.0,0.8487449186005318
RPS27,0.0,0.8483672310965149
C20orf112,0.0,0.8482192108726221
NCLN,0.0,0.8481489918751386
SLC25A32,0.0,0.8478248163068566
IKZF5,0.0,0.8476582243970926
NPEPL1,0.0,0.8471645275058349
SLC39A10,0.0,0.8469402334861577
SMC6,0.0,0.8468442572628284
OSER1-AS1,0.0,0.8468332483523333
SIN3B,0.0,0.8468161162795158
RP11-468E2.4,0.0,0.8462702564400276
SEC23IP,0.0,0.8462471150669663
HEXDC,0.0,0.8458208866642395
LTBR,0.0,0.8457778402838666
SLFN12L,0.0,0.8455522547887082
BTLA,0.0,0.8454896057966043
WDR59,0.0,0.8453752169349316
ZFP14,0.0,0.8453036268480817
CDADC1,0.0,0.845217284683291
STRIP1,0.0,0.8447020828425463
RRN3,0.0,0.8445199113719415
HTT,0.0,0.8443113471602035
GOLGA2,0.0,0.8440484363217108
THEM6,0.0,0.8440160829557823
TNNI2,0.0,0.8439861061243682
DHRS4,0.0,0.8439674423022644
PIP4K2A,0.0,0.843791178829308
C11orf24,0.0,0.8436534798364318
BRCC3,0.0,0.843542083676476
STAMBPL1,0.0,0.8431153598227461
SNAPC1,0.0,0.8430599518373416
PIGU,0.0,0.8429738400131009
TWF1,0.0,0.8428024052460747
FUT11,0.0,0.8414609321955587
CENPH,0.0,0.8413349766940952
GATAD1,0.0,0.8410162315815042
SOX4,0.0,0.8409096937080729
SRBD1,0.0,0.8408622321600122
FRAT1,0.0,0.8406460769721098
SHC1,0.0,0.8404612813006638
PUS1,0.0,0.840360345658013
TNFRSF10B,0.0,0.8402571279868097
ZNF677,0.0,0.840058340522464
MIS18A,0.0,0.8395136418013234
ATXN1L,0.0,0.8394253721032392
PAK1IP1,0.0,0.8394060060726721
CHPF2,0.0,0.8392087525389043
SCARB2,0.0,0.8388999405563646
CLCN7,0.0,0.8388691980341034
INADL,0.0,0.838680492390353
RFT1,0.0,0.8386580859805772
CEP104,0.0,0.8386249152210237
PPIP5K2,0.0,0.8384396515353563
PCCB,0.0,0.8382480364807081
ZCCHC6,0.0,0.8378448205590436
SLC37A3,0.0,0.8377096166607119
TRAF2,0.0,0.8377011742170258
MYNN,0.0,0.8373273514795868
HRSP12,0.0,0.8371772205759969
SRD5A1,0.0,0.8371002967039491
RUSC1,0.0,0.8369839636742282
NUP85,0.0,0.8369302902568769
BUD13,0.0,0.8368740257134659
CHCHD4,0.0,0.836860306294926
MED1,0.0,0.8368076296976953
KIAA0947,0.0,0.8363810640103908
BASP1,0.0,0.8362743220658587
RP11-473M20.7,0.0,0.8362271091251738
SECTM1,0.0,0.8359844745450931
SLC46A3,0.0,0.8355820037284747
NPLOC4,0.0,0.835255565407911
ANKS3,0.0,0.8349588986051791
TSPAN2,0.0,0.8346279795888362
TICAM1,0.0,0.8345912662606744
ENTHD2,0.0,0.8341222120257421
ZNF431,0.0,0.834081901502474
ZNF814,0.0,0.8333398545740163
PIGG,0.0,0.8330584798889239
SBF1,0.0,0.8327859367156096
SURF6,0.0,0.8326262838844875
STK38L,0.0,0.832446562099093
MICB,0.0,0.8322437681401248
LMO2,0.0,0.8321234307724172
MYL6B,0.0,0.8319803637479043
ARL11,0.0,0.831920368565554
MYBL1,0.0,0.831534832019499
BEX5,0.0,0.8315227907195154
PCGF6,0.0,0.8314550656270305
CDK11B,0.0,0.831171617199711
VAC14,0.0,0.8311482902171922
PRR24,0.0,0.831051334002667
CYP2R1,0.0,0.8309005690773456
DYRK2,0.0,0.8306958366901744
GIGYF2,0.0,0.8305420662440777
ATP13A2,0.0,0.8301756678516743
MAPK8,0.0,0.8295532154009898
PEX13,0.0,0.8289935747014899
DENND1B,0.0,0.8288659098905294
KLHL22,0.0,0.8281939362873056
PUS3,0.0,0.8280705070834546
P4HA1,0.0,0.8280411082136744
C14orf80,0.0,0.8277932940462589
C3AR1,0.0,0.8274197691155705
BANP,0.0,0.8269868657746622
ELK1,0.0,0.8265918230328402
CDK7,0.0,0.8265590020679866
DLAT,0.0,0.8265373493138846
AAR2,0.0,0.8265221615294254
KMT2D,0.0,0.8264191231720055
NUDCD1,0.0,0.8263975382298613
GPALPP1,0.0,0.8263373839468781
ACBD5,0.0,0.8260688391721348
TCF12,0.0,0.8258989579054752
MTMR6,0.0,0.8258505514587609
PHF6,0.0,0.824416062089722
SP1,0.0,0.8237726477456039
ZNF506,0.0,0.8233857263184667
ZBTB16,0.0,0.8227651558423863
FBXW11,0.0,0.8225657933516372
RP4-539M6.22,0.0,0.8224934455772146
P2RX1,0.0,0.8220771152783481
MAML2,0.0,0.821848167592085
TLR10,0.0,0.8217005144147917
SLC15A4,0.0,0.8216683166635946
MLH3,0.0,0.8212894040235197
MCPH1,0.0,0.8209580579396138
ZNF140,0.0,0.8208943568998189
MMD,0.0,0.8206392863859586
JAZF1,0.0,0.8205998303669874
ACAP3,0.0,0.8205751059053011
SUZ12,0.0,0.8204650273844737
CCDC71,0.0,0.8203121698768906
SCO1,0.0,0.8200842093930829
PDE12,0.0,0.8197597938308282
KCTD13,0.0,0.8193850432423035
BCKDHB,0.0,0.8192345496278921
RPS4X,0.0,0.8186512667038218
TARBP2,0.0,0.8183167893357188
ZBTB43,0.0,0.8180189323392443
ARSG,0.0,0.817728022001268
CSE1L,0.0,0.8176175178532021
PPP3CA,0.0,0.8175785735773801
KLHL18,0.0,0.8171692594023557
VARS,0.0,0.8170686405581284
TLK1,0.0,0.8169902017622339
SKA2,0.0,0.8166860840850438
CLU,0.0,0.8165932438630721
RALGAPA1,0.0,0.8164031977568617
KIAA1715,0.0,0.8161024594136314
TRAPPC13,0.0,0.8160569709426588
ZNF567,0.0,0.8159119842384329
PRPF3,0.0,0.8156803514163492
ZNF7,0.0,0.8153525409512022
GEMIN8,0.0,0.8148670355220362
PLAA,0.0,0.8147779719997104
DENND1A,0.0,0.8141628199235027
FAM129A,0.0,0.813961081390101
ZNF160,0.0,0.8137678687924632
AIM2,0.0,0.813652704557333
TMSB10,0.0,0.8136034848036848
LRWD1,0.0,0.813533731852693
TEFM,0.0,0.8131710374347382
LTN1,0.0,0.8127978795354293
CCDC127,0.0,0.8126421911930881
LMNB1,0.0,0.8120807802337155
ALAD,0.0,0.8119414591683306
ACADSB,0.0,0.8118216146967613
AK5,0.0,0.8117451848402882
ZNF217,0.0,0.8116346112207792
SLC30A9,0.0,0.811628967622868
PEMT,0.0,0.8116021423358065
NUAK2,0.0,0.8110510865218011
BTBD10,0.0,0.8106760081877451
CDKN2C,0.0,0.8104520856839809
MSH2,0.0,0.8097449436873712
GTPBP3,0.0,0.8090580300772838
PINK1,0.0,0.808833452262633
KLF11,0.0,0.8083046821860517
AKT1S1,0.0,0.8082831602940688
DUSP10,0.0,0.8079613282340449
FBXO42,0.0,0.8078435643199153
PLEKHM1,0.0,0.8072445189290974
CYB561,0.0,0.8069929812225706
EFNA4,0.0,0.8068035625306448
MDM1,0.0,0.80669847027969
ZNF821,0.0,0.8066616890784285
CASP7,0.0,0.805823440894055
TSPAN5,0.0,0.8056419063832242
SLC2A11,0.0,0.8056212905744682
MNT,0.0,0.8051474495093058
ATL3,0.0,0.8048693448255254
FEN1,0.0,0.8045661664653522
TAF1B,0.0,0.8042591701682077
C19orf59,0.0,0.8035392349864581
PUSL1,0.0,0.8033935274824134
DPH6,0.0,0.8030408046478505
TYW1,0.0,0.8027990331339816
KIF3A,0.0,0.8025897067351686
PPP2R2D,0.0,0.8025737654535826
ANKHD1,0.0,0.8024016130228868
SCYL2,0.0,0.8015672559212937
PRMT5,0.0,0.8014411114071256
YPEL2,0.0,0.8013395481351702
CTBP2,0.0,0.8011219336027493
GOLGA5,0.0,0.80109187815107
RPS15,0.0,0.8009803180152373
AC006369.2,0.0,0.8006929565613357
OPA1,0.0,0.8006452067248594
SLC25A25,0.0,0.7998754411284421
AFF1,0.0,0.7996463523936467
SCYL3,0.0,0.7993603199710182
CTA-211A9.5,0.0,0.7991377081179682
RCL1,0.0,0.79874069730874
RALGDS,0.0,0.7986768446199742
RP11-81H14.2,0.0,0.7979500680176775
LRRC14,0.0,0.7976018700692761
ATP6V0A1,0.0,0.7974074148463927
ZNF354A,0.0,0.7972867598200534
GBF1,0.0,0.7970915108904982
OXSR1,0.0,0.7970391378867869
ORAOV1,0.0,0.7969225272826929
CTPS1,0.0,0.7964415981661709
RNASE2,0.0,0.7961746224072626
CDH23,0.0,0.796169890482241
WDR48,0.0,0.7959576826600794
ANKRD13C,0.0,0.7959036337655835
INPP1,0.0,0.7957666595736332
SEH1L,0.0,0.7952668561249268
ZNF335,0.0,0.794935965385898
NAPG,0.0,0.7949062698756412
TSC22D1,0.0,0.7948331369949302
SOCS2,0.0,0.7947925797492318
TIMM44,0.0,0.7947365184011272
KPNA5,0.0,0.7942338096958977
ZNF595,0.0,0.7941605416544357
SC5D,0.0,0.7941329322063551
MARK2,0.0,0.7940953631601327
RPS19,0.0,0.7937192424113946
FDX1L,0.0,0.7933804252937285
IRAK1,0.0,0.7932883237015893
SESTD1,0.0,0.7932834449481251
C9orf41,0.0,0.7925172163460334
RYBP,0.0,0.792284342970832
NFKBIE,0.0,0.7920798483976694
MON1B,0.0,0.7919805594837469
GNA15,0.0,0.7918387832172408
ZDHHC1,0.0,0.7918287044100267
CAAP1,0.0,0.7916526547834751
TLE1,0.0,0.7912582146266529
ABCB8,0.0,0.7911156075295495
TRAPPC10,0.0,0.7910550991276386
SKIL,0.0,0.7908176041915325
DUSP18,0.0,0.7904015505610272
DAK,0.0,0.7902542484219415
TMEM184B,0.0,0.7901539349899361
DHX16,0.0,0.7896657620456051
TCP11L2,0.0,0.7896307315291099
SNCA,0.0,0.7894819955930016
ALG8,0.0,0.7894021137003807
GABPA,0.0,0.7893784582563179
CLCN3,0.0,0.7893649371931772
MCCC1,0.0,0.7893151867024394
DMXL2,0.0,0.789240470733632
TNKS2,0.0,0.7890377999034891
SUPV3L1,0.0,0.7888212048270277
USP32,0.0,0.7888183924210999
ENO2,0.0,0.7888123740113737
TRIB1,0.0,0.7888015905273346
DNMT3A,0.0,0.7886337996616353
RLIM,0.0,0.7882269700165111
C5orf28,0.0,0.7880154410293431
STT3A,0.0,0.7879159690536229
G6PC3,0.0,0.7878110427339647
MTHFR,0.0,0.7877092681844756
BACH1,0.0,0.7877074956274849
LIN7C,0.0,0.7875088469088453
CUL2,0.0,0.7871991279406233
DCTN5,0.0,0.7871965850516451
UBXN7,0.0,0.787143734451816
SMC2,0.0,0.7869519419756815
BTD,0.0,0.7868902558890536
C8orf82,0.0,0.7868051896636232
HSF2,0.0,0.7867902010709626
PGBD2,0.0,0.7859089056369976
KCNQ1,0.0,0.7858782186956089
DHRS3,0.0,0.7854055046899459
PERP,0.0,0.7849294946947007
GAB3,0.0,0.7849184675947445
SLC44A1,0.0,0.7839939432953607
TMEM187,0.0,0.783853006779337
PELO,0.0,0.7836423776586523
NFAM1,0.0,0.7835224922201832
KIAA2013,0.0,0.7832411053770535
MBD6,0.0,0.783067417242684
NOM1,0.0,0.7813545293514627
TMEM102,0.0,0.7810219128977675
PTS,0.0,0.7809544422274954
SETD1B,0.0,0.7805541442768957
BCL3,0.0,0.780532567539836
ACBD3,0.0,0.7804616369445584
B3GALT6,0.0,0.7799782327308898
TTC27,0.0,0.7799313786542103
NARFL,0.0,0.7798009902960352
NGRN,0.0,0.7797663853617293
USP38,0.0,0.7795940928770247
AGPS,0.0,0.7794343108848683
KIAA1429,0.0,0.7791456237689245
SDPR,0.0,0.7791189608913476
ADCK4,0.0,0.7790648927277092
TUBE1,0.0,0.7788421695286882
GOLGB1,0.0,0.7787270518834134
ZNF3,0.0,0.7786963402022044
SLC10A3,0.0,0.7786666264744048
PREPL,0.0,0.7784232688469912
NACA2,0.0,0.7784043958940413
GOLGA3,0.0,0.7779280764093329
C22orf46,0.0,0.7777852871454051
TTTY15,0.0,0.7776301502950865
PHLDA1,0.0,0.7775655403890984
KIAA0226L,0.0,0.7773180677946083
ZNF266,0.0,0.7766164100111288
AARS,0.0,0.776397191292469
LINC00954,0.0,0.7760156966259244
UBE2Q1,0.0,0.7758479283586401
SKI,0.0,0.775673988773006
POLR1C,0.0,0.7755524101156555
TMLHE,0.0,0.7754841030230758
APEX2,0.0,0.775449547718756
DDHD1,0.0,0.7753877649996118
RPL18A,0.0,0.775269852769873
ZZZ3,0.0,0.7750695937331458
FAM114A2,0.0,0.7749228176515561
THRA,0.0,0.7747016201201512
FCGR1B,0.0,0.7745904286599717
ZBTB4,0.0,0.7741696563322606
GHDC,0.0,0.7736336979841953
COG3,0.0,0.7734377891225438
ZNF487,0.0,0.7734291181240599
SIGLEC7,0.0,0.7728359584361415
MINPP1,0.0,0.7727273640843145
RP11-403A21.2,0.0,0.7725534355714909
MTMR4,0.0,0.772342453397054
NAT6,0.0,0.7723037316352587
MYO9A,0.0,0.7722162851906488
MAST4,0.0,0.7721302527418443
FAM214B,0.0,0.7721147818433168
PECR,0.0,0.7717081311430221
CENPV,0.0,0.7712548297074986
PKNOX1,0.0,0.7712224347801833
PFDN4,0.0,0.7712049089510418
PCTP,0.0,0.7706957136417804
SPTY2D1,0.0,0.7704282840314787
GM2A,0.0,0.7703681249297196
PDE4DIP,0.0,0.7700760822501439
TRAF6,0.0,0.7698837895746212
SLC18B1,0.0,0.7696843996112004
TFIP11,0.0,0.7695771284819796
RP3-477O4.14,0.0,0.7694995334970519
SDE2,0.0,0.7690935992727364
RNASEH1-AS1,0.0,0.7689699192233032
C10orf128,0.0,0.7689591656188471
CD27-AS1,0.0,0.7685973227326233
CLIP4,0.0,0.7681150381580206
ZNF592,0.0,0.7679501023956705
HDGFRP2,0.0,0.7678096656166521
SIGLEC1,0.0,0.7677428715813395
DVL2,0.0,0.7677420251804727
RP11-455F5.5,0.0,0.7676050158793899
KDM1A,0.0,0.7673785185311035
RPL26,0.0,0.767043684528614
SRFBP1,0.0,0.7669789142103337
FZR1,0.0,0.7665845677712766
CANT1,0.0,0.7664251902320436
KLHDC7B,0.0,0.7662524805371937
RBM4B,0.0,0.7661739739627753
YTHDF1,0.0,0.766110264097991
RNF169,0.0,0.7654527908806333
RP11-403I13.8,0.0,0.7650347791264963
PGGT1B,0.0,0.7650341434797464
BACH2,0.0,0.7649499476447864
RUNDC1,0.0,0.7648996580897838
MTHFD1,0.0,0.764452797212196
PIKFYVE,0.0,0.7642240762199836
CNPY4,0.0,0.7640024381947337
SETDB1,0.0,0.7637677959948739
MAP3K4,0.0,0.7635421555083758
GNGT2,0.0,0.7630670113421196
BTBD7,0.0,0.7627175132822788
CTD-2020K17.1,0.0,0.7626657263986938
RC3H2,0.0,0.7619433794308625
LARP1B,0.0,0.7617940751971523
PRR3,0.0,0.7615909202852371
ARFGEF1,0.0,0.7615900562615343
RALGAPA2,0.0,0.7608649133147919
CA2,0.0,0.7608401304103839
RRAS,0.0,0.7607505022455543
CSAD,0.0,0.7606505982284817
CPT2,0.0,0.7603499254739314
CTC-250I14.6,0.0,0.7602965041439257
ZNF33B,0.0,0.7600570343237372
METTL16,0.0,0.7600097493446862
SPAG16,0.0,0.7594795277420948
C11orf30,0.0,0.7592818073180871
ZBTB14,0.0,0.7592586700213354
LEPRE1,0.0,0.7592034775309124
BRI3BP,0.0,0.7587720502973273
MFSD8,0.0,0.7586323355718583
RNF24,0.0,0.7585517708327342
FECH,0.0,0.7585194291319753
BICD2,0.0,0.758429422500359
PLAGL2,0.0,0.7583411182577089
BCAT2,0.0,0.7582262067745934
KLHL8,0.0,0.7582046089947715
TNFRSF10A,0.0,0.7578913689199586
VAMP1,0.0,0.7577566692725817
ARFGAP1,0.0,0.7575265094124883
ERO1LB,0.0,0.7573365943035376
CXorf38,0.0,0.7572030025345281
RNF25,0.0,0.7570703613287122
PJA1,0.0,0.757011220840576
HIVEP3,0.0,0.7565102037569673
GPR132,0.0,0.7564496823840627
TBC1D25,0.0,0.7556988941432545
XPO4,0.0,0.7554222625721644
LXN,0.0,0.7552739093714255
WDR5,0.0,0.7551056322788412
PNPLA4,0.0,0.7550602408121221
ADCK2,0.0,0.7550595767668352
MAP7D3,0.0,0.7547928473026915
POLR3F,0.0,0.7545116636592969
ZNF136,0.0,0.7541553707318307
FBXO28,0.0,0.7538392245209949
THADA,0.0,0.7537122335400381
METTL8,0.0,0.7534205409838035
MSH3,0.0,0.7533864391840752
KCNN4,0.0,0.7530101597260979
CD2AP,0.0,0.7529017921689529
PEX26,0.0,0.7526895934221883
RP11-861A13.4,0.0,0.7526780411764942
TMCO3,0.0,0.7525199872068346
KLRC1,0.0,0.7519202123390417
EID3,0.0,0.7519073888322296
DUSP3,0.0,0.75164521080698
TRAF4,0.0,0.7516386047707875
TDRD3,0.0,0.7511630712246619
HSPA13,0.0,0.7502920456033874
ZYG11B,0.0,0.7492651568884522
GPR137,0.0,0.7491351126114221
TRMT2B,0.0,0.7489322996090597
ELMO2,0.0,0.7488021511652756
LINC00998,0.0,0.748581528166503
NAT10,0.0,0.7485350710472651
UBE3C,0.0,0.7483674917309197
IDH1,0.0,0.7483275715083373
PIK3CG,0.0,0.7482443144334584
DNAL4,0.0,0.7480893461162392
MINK1,0.0,0.7475548278991141
FAM65A,0.0,0.7473921910946032
RNF26,0.0,0.7473669876589987
FAM118B,0.0,0.747349374119785
CSPP1,0.0,0.7467700044739501
MAP1S,0.0,0.7466663983651971
TELO2,0.0,0.746169959867163
POGLUT1,0.0,0.7460934314501334
NPHP3,0.0,0.74599535118821
NAF1,0.0,0.7459004958166742
DTNB,0.0,0.7453628452986335
CCL28,0.0,0.7453224912350102
SNX15,0.0,0.7451007345744906
MIOS,0.0,0.7447350786531663
ITGA5,0.0,0.7443898463458954
ARNT,0.0,0.7443741266727436
GOLPH3L,0.0,0.744359648149363
MXI1,0.0,0.7442050092352623
MED13L,0.0,0.7440924259831457
ANKMY1,0.0,0.7440135169238195
CEP120,0.0,0.7436950410315307
SMYD4,0.0,0.7436379356423474
HPGD,0.0,0.7435805053377152
RP11-936I5.1,0.0,0.7435472563770027
CCL3L3,0.0,0.7434551255351431
VPS13D,0.0,0.7427725566172574
CDPF1,0.0,0.7427329990595757
DHX8,0.0,0.7426892221578796
KDM7A,0.0,0.7426464257065916
ITPR1,0.0,0.7423031685013289
METTL2B,0.0,0.7422970590767688
